Date,Time,Location,Operator,Flight #,Route,AC  Type,Registration,cn / ln,Aboard,Fatalities,Ground,Summary
"August 09, 1954",0240,"Terceira Island, Azores, Portugal",AVIANCA,,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,HK-163,2664,30 (passengers:21 crew:9),30 (passengers:21 crew:9),0,"Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea."
"August 12, 1954",,Vietnam,Autrex,,Saigon - Hanoi,Douglas DC-3,F-BSGS,,3 (passengers:0 crew:3),3 (passengers:0 crew:3),0,The cargo plane crashed en route.
"August 16, 1954",,"Near Pakse, Laos",Air Vietnam (South Vietnam),,Red River delta - Saigon,Bristol 170 Freighter 21E,F-VNAI,12809,55 (passengers:51 crew:4),47 (passengers:46 crew:1),0,Crashed into the Mekong River while making an emergency landing after encountering engine failure. The aircraft was being used to evacuate families.
"August 22, 1954",1703,"Near Mason City, Iowa",Braniff Airlines,152,Memphis - Minneapolis,Douglas DC-3,N61451,4630,19 (passengers:16 crew:3),12 (passengers:10 crew:2),0,"The aircraft crashed 16 miles south of Mason City, Iowa due to a loss of control after penetrating an area of thunderstorms during a go-around. The flight, while endeavouring to traverse a thunderstorm area, encountered very heavy rain, divergent winds, and strong downdrafts that forced the aircraft to the ground."
"August 23, 1954",1135,"Off IJuuiden, North Sea",KLM Royal Dutch Airlines,,Shannon - Amsterdam,Douglas DC-6B,PH-DFO,43556/257,21 (passengers:12 crew:9),21 (passengers:12 crew:9),0,Crashed into the North Sea in rain showers and heavy seas. Cause not determined.
"August 26, 1954",1050,"Sakhalin Oblast, Russia",Aeroflot,971,Khabarovsk - Yuzhno-Sakhalinsk,Lisunov LI-2,CCCP-L4679,6803,27 (passengers:22 crew:5),26 (passengers:21 crew:5),1,The plane crashed in the mountains. Crew did not properly use the navigation equipment.
"August 27, 1954",2211,"Near Rapid City, South Dekota",Military - U.S. Air Force,,Training,Convair RB-36H,51-13722,,27 (passengers:23 crew:4),26 (passengers:23 crew:3),0,Crashed while making practice approaches to Ellsworth Air Force Base during its sixth attempt. The plane slammed into to ground with landing gear retracted and flaps set at 20 degrees.
"September 05, 1954",0239,"Foynes, Ireland",KLM Royal Dutch Airlines,633,Amsterdam - Shannon - New York,Lockheed 1049C-55-81 S Constellation,PH-LKY,4509,56 (passengers:46 crew:10),28 (passengers:25 crew:3),0,"Less than a minute after takeoff, the aircraft crashed into a mudbank of the Shannon River. Although the crash site was only about 2,500 metres from the airport, no one was aware of the disaster. Rescue operations were only started after the plane's navigator, after having crossed the river, managed to reach the airport. The aircraft was partially submerged, and at least one of the fuel tanks had ruptured during the crash. The fuel fumes rendered many passengers and crew unconscious, who then drowned in the rising tide. Failure of the captain to interpret his instrument indications properly during flap retraction after the gear was re-extended."
"September 12, 1954",2008,"Off Rio de Janeiro, Brazil",Cruzeiro,,Sao Paulo - Rio de Janeiro,Douglas DC-3,PP-CDJ,19278,26 (passengers:22 crew:4),6 (passengers:6 crew:0),0,The plane was attemping to return to the Rio de Janeiro after severe vibrations in the No. 1 engine made the crew feather the prop. While on final the aircraft came in too high and a go-around was attempted during which the plane crashed into the Guanabara Bay. Lack of reference to instruments after opening the throttle to go-around in restricted visibility. Power may have been inadvertently reduced on the good engine.
"September 15, 1954",,"Cairo, Egypt",Misrair,,Test,Vickers 634 Viking,SU-AFO,212,4 (passengers:0 crew:4),3 (passengers:0 crew:3),0,Stalled and crashed during a test flight.
"September 27, 1954",0057,"Novosibirsk, Russia",Aeroflot,10,Krasnoyarsk - Novosibirsk,Ilyushin IL-12,CCCP-L1365,30 086,29 (passengers:24 crew:5),29 (passengers:24 crew:5),0,"Crashed in fog while attempting to land. Crew error, landing in conditions below minimums."
"October 24, 1954",1750,"Near Nice, Italy",Military - U.S. Air Force,,Rome - Lyons,Douglas C-47A-DL,43-16044,20510,21 (passengers:18 crew:3),21 (passengers:18 crew:3),0,"Crashed in the Alps, 25 miles northeast of Nice, on the French/Italian border while en route. The instrument flight plan the pilot filed indicated a cruising height that was lower than the authorized minimum altitude required to clear the mountains."
"October 28, 1954",0010,"Krasnoyarsk Territory, Russia",Aeroflot,136,Krasnoyarsk - Irkutsk,Ilyushin IL -12,CCCP-L1789,93013206,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,Hit the east slope of Mt Sivukha located 30 km from the Mana River in strong winds while en route. Crew error.
"October 30, 1954",0100,"Off Ocean City, Maryland",Military - U.S. Navy,57,"Patuxent River NAS - Kenitra, Morocco",Lockheed R7V-1,128441,4108,42 (passengers:21 crew:21),42 (passengers:21 crew:21),0,"The aircraft disappeared approximately 300 miles east of Ocean City, Maryland and no trace of the wreckage or bodies was ever found."
"October 31, 1954",1510,"Mangalore, Australia",TAA,,Training,Vickers 720 Viscount,VH-TVA,44,8 (passengers:0 crew:8),3 (passengers:0 crew:3),0,"Crashed during takeoff. An error of judgement on the part of the pilot-in-command in that he took the aircraft into the air at a speed below the minimum control speed, following loss of directional control during the ground run."
"November 16, 1954",,"Jirishanga,Cerro de Pasco, Peru",TAM (Brazil),,Pucallpa - Lima,Douglas DC-3,FAP-403,,24 (passengers:21 crew:3),24 (passengers:21 crew:3),0,Disappeared over the Andes while en route. Wreckage found 12/04/1954.
"November 30, 1954",1115,"Berlin, New Hampshire",Northeast Airlines,792,"Boston - Concord - Laconia - Berlin, NH",Douglas DC-3,N17891,11745,7 (passengers:3 crew:4),2 (passengers:0 crew:2),0,The aircraft crashed during an ILS approach to Berlin. Premature and unauthorized instrument descent to an altitude that did not permit terrain clearance.
"December 04, 1954",,"Near Luang Pragang, Laos",Air Laos,,Luang Prabang - Nam Tha,Douglas DC-3,F-BEIA,19211,29 (passengers:25 crew:4),29 (passengers:25 crew:4),0,Crashed in the jungle about 30 km north of Luang Prabang on the company's first commercial flight.
"December 12, 1954",2304,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,,Prague - Brno - Bratislava,Douglas C-47A,OK-WDK,12549,4 (passengers:0 crew:4),4 (passengers:0 crew:4),0,"Hit the ground while making an approach to land. It is believed that the Pitot tubes heater system was OFF at the time of the accident, which cause several instruments to display wrong parameters, such the altimeters and the speed indicators."
"December 18, 1954",1400,"New York, New York",Linee Aeree Italiane,451,Rome - New York City,Douglas DC-6B,I-LINE,44418/487,32 (passengers:22 crew:10),26 (passengers:16 crew:10),0,"The plane crashed into approach lights of the runway during the fourth landing attempt at Idlewild Airport, sinking into Jamaica Bay. An erratic approach which resulted in a descent to an altitude too low to avoid striking the pier. A contributing factor was pilot fatigue due to the particular and difficult circumstances including two and one-half hours in a holding pattern."
"December 18, 1954",,"Near Bolivar, Venezuela",Linea Aeropostal Venezolana,,Bolivar - Tumeremo,Douglas C-47A,YV-C-AMP,19292,2 (passengers:0 crew:2),2 (passengers:0 crew:2),0,The cargo plane crashed into a mountain while en route.
"December 22, 1954",2300,"Pittsburgh, Pennsylvania",Johnson Flying Service,4844-C,Newark - Pittsburgh - Colorado Springs,Douglas DC-3,N24320,20197,28 (passengers:23 crew:5),10 (passengers:9 crew:1),0,Ditched into the Monongahela River after running out of fuel. Inadequate flight planning. Contributing factors were inadequate crew supervision and training.
"December 25, 1954",,"Prestwick, Ayrshire, Scotland",British Overseas Airways,,London - Prestwick - Shannon - Gander - New York,Boeing B377-10-28 Stratocruiser,G-ALSA,15943,36 (passengers:25 crew:11),28 (passengers:24 crew:4),0,"Crashed short of the runway, landing hard. Pilot error. Errors of judgement on the part of the captain in starting his final approach to land at too steep an angle and flaring out too late and too severely with the result that the aircraft sank and hit the ground short of the runway."
"December 31, 1954",,"Irkutsk, Russia",Aeroflot,,Beijing- Irkutsk - Tashkent - Nicosia,Ilyushin II-14,,,17 (passengers:14 crew:3),17 (passengers:14 crew:3),0,Crashed shortly after takeoff from Irkutsk-Magan Airport.
"January 01, 1955",,"Near Anchorage, Alaska",Military - US Air Force,,Anchorage - Nome,Douglas C47,,,12 (passengers:? crew:?),12 (passengers:? crew:?),0,The pilot turned back to make an emergency landing at Skwentna Airport but hit a ridge a mile short of the runway.
"January 11, 1955",21:00,"Off Skellings, Ireland",Military -Royal Air Force,,,Avro Shackleton M-2 / Avro Shakleton M-2,WG531 / Wl743,,18 (passengers:? crew:?),18 (passengers:? crew:?),0,Disappeared while on a training mission. Two planes collided in midair.
"January 12, 1955",0905,"Greater Cincinnati Airport, Covington, Kentucky",Trans World Airlines / Castleton Inc.,,Cincinnati - Cleveland,Martin 202A / DC-3,N93211/N999B,14081 / 4255,15 (passengers:10 crew:5),15 (passengers:10 crew:5),0,"Midair collision at 700-900 feet. The DC-3 entered the airport's control space without clearance or communication with the tower. Thirteen killed on the Martin, two crew on the DC-3."
"January 15, 1955",0005,"London, Ontario, Canada",Ontario Hydro,,Windsor - Toronto,Grumman G-73 Mallard,CF-GEU,,5 (passengers:3 crew:2),1 (passengers:1 crew:0),0,"The aircraft, which had no wing anti-ice capability, flew into unexpected heavy freezing rain and ice, 4 inches thick formed. Needing an emergency landing at London, the pilot requested lights on all runways and approaches be turned on. This was not normally done as it might confuse pilots. This overloaded the lighting circuit and blew a fuse. The plane crash-landed short of the runway and the pilot said it became so hard to control the aircraft that the absence of lights may not have mattered. One passenger died of his injuries almost 30 hours later."
"January 19, 1955",1625,"Des Moines, Iowa",United Air Lines,329,Newark - Des Moines - Lincoln,Convair CV-340,N73154,180,39 (passengers:36 crew:3),0 (passengers:0 crew:0),0,Almost complete loss of elevator control and severe vibration was experienced shortly after taking off from Des Moines. The plane when into a steep climb and almost stalled but the captain applied full power and went into a steep dive. The captain then reduced power and headed for open country where the aircraft safely made an emergency wheels up landing in a corn field. A series of omissions made by maintenance personnel during a scheduled inspection which resulted in the release of the aircraft in an unairworthy condition and an almost complete loss of elevator control during flight.
"January 31, 1955",,"Lapadrera, Colombia",Interamericana de Aviacion,,Bogota - Villavicencio - Mitu - La Pedrera,Consolidated PBY-5 Catalina,HK-1000E,,5 (passengers:4 crew:1),5 (passengers:4 crew:1),0,The cargo plane crashed into the Caqueta river while attempting to land.
"February 02, 1955",0350,"Nagpur, India",Indian Airlines,,Nagpur - Delhi,Douglas DC-3,VT-CVB,13037,10 (passengers:6 crew:4),10 (passengers:6 crew:4),0,"Crashed into a field shortly after takeoff. The aircraft crashed as a result of slipping into the ground in the course of a poorly executed steep turn to port, carried out at night at a low altitude."
"February 05, 1955",1004,"Near Calabar, Nigeria",West African Airways,,Enugu - Calabar,Bristol 170 Freighter 21E,VR-NAD,12779,13 (passengers:9 crew:4),13 (passengers:9 crew:4),0,Crashed shortly after taking off after a wing failed. A design flaw in the wing led to fatigue cracks and wing failure.
"February 13, 1955",1953,"Abruzzio Mountains, Italy",Sabena,,Brussels - Rome,Douglas DC-6,OO-SDB,43063/60,29 (passengers:21 crew:8),29 (passengers:21 crew:8),0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.
"February 19, 1955",0731,"Albuquerque, New Mexico",Trans World Airlines,260,Albuquerque - Sante Fe,Martin 404,N40416,14120,16 (passengers:13 crew:3),16 (passengers:13 crew:3),0,"After taking off from Albuquerque, the aircraft flew a path directly towards Sandia Mountain and crashed into it. While initially blaming the pilots of intentionally flying the plane into the mountain, five years later, the CAB changed the probable cause to ""deviation from course for reasons unknown"" and admitted there may have been a problem with the flux gauge compass."
"February 23, 1955",0920,"Salisbury, Zimbabwe",Central African Airways,626,Salisbury - Lusaka,Douglas DC-3,VP-YKO,15109/26554,26 (passengers:21 crew:5),1 (passengers:0 crew:1),0,The pilot began taking off and retracted the landing gear when smoke was observed in the cockpit. He attempted to belly land the plane. The propellers separated and penetrated the fuselage killing the fight engineer. The presence of smoke in the flight crew compartment in sufficient quantity to make the captain apprehensive of fire and to cause him to land the aircraft immediately with the landing gear retracted. A fractured rubber hose on the port engine connecting the rocker box of one of the lower cylinders to the collector box caused smoke to enter the wheel well and into the crew compartment.
"February 26, 1955",1550,"Formosa, Argentina",de Havilland Dove,,,de Havilland DH.104 Dove,LQ-XWW,04094,7 (passengers:4 crew:3),6 (passengers:4 crew:2),,The aircraft was not able to get airborne and hit the end marker of the runway then hit the airport fence. Use of spark plugs inappropriate to the engine type. Overloaded.
"March 06, 1955",,"Vitoria da Conquista, Brazil",REAL,,,Douglas DC-3,PP-YPZ,11699,21 (passengers:18 crew:3),5 (passengers:4 crew:1),0,"After an aborted landing attempt due to a unlocked landing gear, the plane made a left turn, hit a pole, crashed and burned. Pilot error. Improper use of the throttles by the crew following the go-around. Failure of the landing gear locking mechanism."
