"","Date","Time","Location","Operator","Flight #","Route","AC  Type","Registration","cn / ln","Aboard","Fatalities","Ground","Summary","formatted_date","formatted_time","total_aboard","passengers_aboard","crew_aboard","total_fatalities","passengers_fatalities","crew_fatalities","fixed_location","latitude","longitude"
"3114","September 12, 1980","2058","Off Freeport, Bahamas","Florida Commuter Airlines",NA,"West Palm Beach - Freeport Grand Bahama Islands","Douglas DC-3","N75KW","4861","34 (passengers:30 crew:4)","34 (passengers:30 crew:4)",0,"The aircraft crashed into the Atlantic Ocean about 3.5 nm SW of West End Settlement in low ceiling and thunderstorm activity. The cause was unable to be determined. Contributing factors include flight into thunderstorm activity, a malfunctioning pitot tube and improper supervision by airline management.",1980-09-12,20:58:00,34,30,4,34,30,4,"Freeport, Bahamas",26.53333,-78.7
"3115","September 14, 1980",NA,"Kindu, Zaire","Military - Force Aérienne Zaïroise",NA,"Kindu-Kinshasa","Lockheed Hercules C-130","9T-TCE","4569","36 (passengers:31 crew:5)","36 (passengers:31 crew:5)",0,"Crashed on takeoff after losing one engine.",1980-09-14,NA,36,31,5,36,31,5,"Kindu, Zaire",-6.611761368587,13.569366130853
"3116","September 15, 1980","5","Near Medina, Saudi Arabia","Military - Royal Saudi Air Force","RSAF453",NA,"Lockheed C-130E","453","4128","89 (passengers:81 crew:8)","89 (passengers:81 crew:8)",0,"Crashed into the desert after taking off. Report of an in-flight fire.",1980-09-15,00:05:00,89,81,8,89,81,8,"Medina, Saudi Arabia",24.4676039,39.6054404
"3117","September 17, 1980",NA,"Near Kindu, Zaire","Military - Zairean Air Force",NA,NA,"de Havilland DHC-5 Buffalo","9T-CBA","60","36 (passengers:34 crew:2)","36 (passengers:34 crew:2)",0,"Crashed shortly after taking off.",1980-09-17,NA,36,34,2,36,34,2,"Kindu, Zaire",-6.611761368587,13.569366130853
"3118","September 30, 1980",NA,"Badakshan, Afghanistan","Military - Soviet Air Force",NA,NA,"Antonov AN-12V","CCCP-11104","1347710","45 (passengers:? crew:?)","45 (passengers:? crew:?)",0,"Shot down by Afghan guerrilla forces as it prepared to land.",1980-09-30,NA,45,NA,NA,45,NA,NA,"Badakshan, Aghanistan",38.491122,70.989232666667
"3119","November 12, 1980","2353","Near Cairo, Egypt","Military - U.S. Air Force",NA,"Ramstein AB - Cairo","Lockheed C-141A","67-0030","6281","13 (passengers:7 crew:6)","13 (passengers:7 crew:6)",0,"Descended at an excessive sink rate at a banked angle until it crashed to the ground as it prepared to land at Cairo Airport.",1980-11-12,23:53:00,13,7,6,13,7,6,"Cairo, Egypt",30.0434879,31.2352919
"3120","November 19, 1980","725","Seoul, South Korea","Korean Airlines",NA,"Los Angeles-Anchorage-Séoul","Boeing B-747-2B5B","HL-7445","21773/366","226 (passengers:212 crew:14)","15 (passengers:9 crew:6)",0,"Undershot runway and crashed while landing in fog. Crew error.",1980-11-19,07:25:00,226,212,14,15,9,6,"Seoul, South Korea",37.566,126.9784
"3121","November 24, 1980",NA,"Near Medellin, Colombia","F.R. de la Direccion General de Ados",NA,"Bogota-Medellin","Douglas C-47A-35-DL","HK-1221G","9703","20 (passengers:3 crew:17)","20 (passengers:3 crew:17)",0,"The aircraft crashed into a mountain at 9,500 ft. while descending to land. Continued VFR flight in deteriorating weather at low altitude in a mountainous area.",1980-11-24,NA,20,3,17,20,3,17,"Medellin, Colombia",6.2482172,-75.5800345
"3122","November 28, 1980","2135","Pecos City, Texas","Central Air Services",NA,NA,"Douglas DC-7B","N816D","45085/714","2 (passengers:0 crew:2)","2 (passengers:0 crew:2)",0,"The cargo plane entered a steep bank shortly after takeoff and crashed. Complete engine failure/flameout No.1 engine. Powerplant failure for undetermined reasons. Pilot-in-command failed to obtain/maintain flying speed. Improper emergency procedures",1980-11-28,21:35:00,2,0,2,2,0,2,"Pecos City, Texas",31.4259171,-103.4942876
"3123","December 05, 1980",NA,"Dar es Salaam, Tanzania","Tanzania Aviation",NA,"Dodoma - Dar es Salaam","Piper PA-42 Cheyenne","5H-TAL","31-7652016","10 (passengers:9 crew:1)","10 (passengers:9 crew:1)",0,"The aircraft broke-up in flight in bad weather.",1980-12-05,NA,10,9,1,10,9,1,"Dar es Salaam, Tanzania",-6.8149233,39.288409
"3124","December 21, 1980","1423","Near Rio Hacha, Colombia","Transportes Aereos del Caribe",NA,"Rio Hacha - Medellin","Aerospatiale Caravelle 6R","HK-1810","165","70 (passengers:63 crew:7)","70 (passengers:63 crew:7)",0,"A fire and explosion took place 5 minutes after taking off. The explosion was possibly caused by a bomb placed in the rear section of the aircraft.",1980-12-21,14:23:00,70,63,7,70,63,7,"Rio Hacha, Colombia",1.554295,-75.5270128
"3125","December 23, 1980","2312","Qatar, Qatar","Saudi Arabian Airlines",NA,"Dhahran - Karachi","Lockheed L-1011-200","HZ-AHJ","1161","291 (passengers:271 crew:20)","2 (passengers:2 crew:0)",0,"Two passengers were sucked out of the plane after a tire exploded in the wheel well causing damage to the fuselage.",1980-12-23,23:12:00,291,271,20,2,2,0,"Qatar, Qatar",25.285444965,51.193148324
"3126","January 14, 1981","920","Ramstein AFB, West Germany","Military - U.S. Air Force",NA,"Ramstein AFB - Oslo, Norway","Lockheed C-130E Hercules","69-6581","4357","11 (passengers:2 crew:7)","11 (passengers:2 crew:7)",0,"Stalled, crashed shortly after taking off.",1981-01-14,09:20:00,11,2,7,11,2,7,"Ramstein AFB, West Germany",49.45,7.55
"3127","January 20, 1981","1127","Spokane, Washington","Cascade Airways","201","Moses Lake - Spokane","Beechcraft 99A","N390CA","U-101","9 (passengers:7 crew:2)","7 (passengers:5 crew:2)",0,"During an instrument approach, the aircraft descended below 3,500 ft. and impacted rising terrain became airborne, went over a hilltop and came to rest 1,380 ft. further on. A fire started in the area of the right engine and spread throughout the fuselage. A premature descent to minimum descent altitude based on the flightcrew's use of an incorrect distance measuring equipment frequency and the flightcrew's subsequent failure to remain at or above MDA.",1981-01-20,11:27:00,9,7,2,7,5,2,"Spokane, Washington",47.6589989,-117.4250224
"3128","February 07, 1981","1800","Near Leningrad, Russia","Military - Soviet Navy",NA,"Leningrad-Vladivostok","Tupolev TU-104A","CCCP-42332","7660402","52 (passengers:46 crew:6)","52 (passengers:46 crew:6)",0,"Crashed shortly after taking off approximately 10 miles north of Leningrad.",1981-02-07,18:00:00,52,46,6,52,46,6,"Leningrad, Russia",59.93863,30.31413
"3129","February 11, 1981","1840","White Plains, New York","Private - Corporate",NA,"White Plains, NY - Toronto, Canada - White Plains, NY","Lockheed 1339","N520S",NA,"8 (passengers:6 crew:2)","8 (passengers:6 crew:2)",0,"Crashed in rain, fog, windshear. Pilot distracted as a result of a major electrical system failure. Undetected deviation from flightpath.",1981-02-11,18:40:00,8,6,2,8,6,2,"White Plains, New York",41.0327268,-73.7663252
"3130","February 22, 1981","1120","Avalon, California","Helicopter - Air Taxi",NA,"San Pedro, CA - Avalon, CA","Sikorsky S-62A","N324Y","62012","8 (passengers:7 crew:1)","2 (passengers:2 crew:0)",0,"The main rotor disk failed from a fatigue fracture while attempting to land.",1981-02-22,11:20:00,8,7,1,2,2,0,"Avalon, Caliornia",35.421086,-119.130321
"3131","February 24, 1981",NA,"Belem, Brazil","VOTEC",NA,"Tucurui - Belem","Embraer 110P Bandeirante","PT-GLB","110-144","14 (passengers:12 crew:2)","11 (passengers:9 crew:2)",0,"Crashed into a tug boat and barges while on approach in heavy rain and wind and broke in two.",1981-02-24,NA,14,12,2,11,9,2,"Belem, Brazil",-1.4549817,-48.502273
"3132","February 26, 1981","525","Off Tabones Island Philippines","Military - U.S. Air Force",NA,"Training","Lockheed MC-130E-Y","64-0564","4074","24 (passengers:15 crew:9)","23 (passengers:15 crew:8)",0,"The military transport crashed into Subic Bay, 15 miles west-northwest of Cubi Point Naval Air Station where it had taken off an hour earlier and where it was on approach to land. Witnesses saw the aircraft flying at a low altitude just before crashing into the sea and exploding in flames.",1981-02-26,05:25:00,24,15,9,23,15,8,"Tabones Island Philippines",14.82389,120.06433
"3133","March 10, 1981","500","Moroni, Comoro Islands","Military - French Naval Aviation",NA,"Moroni-Saint-Denis de la Réunion","Dassault-Breguet Atlantique","29","29","18 (passengers:14 crew:4)","18 (passengers:14 crew:4)",0,"As the plane was taking off, one of the engines failed and after climbing to 500 ft., the aircraft plunged to earth and exploded in flames.",1981-03-10,05:00:00,18,14,4,18,14,4,"Moroni, Comoro Islands",-12,44.25
"3134","March 15, 1981","245","Shemya AFB, Alaska","Military - U.S. Air Force",NA,"Eielson AFB-Shemya AFB","Boeing RC-135S","61-2664","18340","24 (passengers:? crew:?)","6 (passengers:? crew:?)",0,"Hit the ground short of the runway in snow and fog.",1981-03-15,02:45:00,24,NA,NA,6,NA,NA,"Shemya AFB, Alaska",52.71369,174.11508
"3135","March 26, 1981",NA,"Redzikowo, Poland","LOT Polish Airlines",NA,"Varsovie-Slupsk","Antonov AN-24B","SP-LTU","7306007","52 (passengers:47 crew:5)","1 (passengers:1 crew:0)",0,"Separation of a propeller blade caused a forced landing resulting the the plane crashing and burining.",1981-03-26,NA,52,47,5,1,1,0,"Redzikowo, Poland",54.470208946,17.105749012
"3136","April 06, 1981",NA,"Laguna Soliz, Bolivia","Urcupina",NA,NA,"Douglas C-47A","CP-1470","19395","7 (passengers:4 crew:3)","7 (passengers:4 crew:3)",0,"The cargo plane flew into the ground while trying to avoid bad weather.",1981-04-06,NA,7,4,3,7,4,3,"Laguna Soliz, Bolivia",-17.58333,-62.6
"3137","April 07, 1981","1136","Cincinnati, Ohio","Freedom International",NA,"Cincinnati - Detroit","Learjet 23","N400PG","23-068","2 (passengers:0 crew:2)","1 (passengers:0 crew:1)",0,"While climbing through 3,800 ft., a Loon collided with the cargo plane penetrating the windshield. The copilot was killed and the captain sustained serious injuries. Debris from the windshield were ingested by the No.2 engine which had to be shut down. The pilot returned to the airport for a successful emergency landing.",1981-04-07,11:36:00,2,0,2,1,0,1,"Cincinnati, Ohio",39.12711,-84.51439
"3138","April 17, 1981","1601","Loveland, Colorado","Air US / Private","716 / -","Denver, CO - Gillette, WY","Hadley Page 137Jetstream I / Cessna 206","N11360 / N4862F","238","19 (passengers:15 crew:4)","15 (passengers:12 crew:3)",0,"A midair collision occurred 2 nm east-southeast of Loveland, Colorado at 13,000 ft.. Two killed and 3 injured on the Cessna and 13 killed on the Jetstream. The failure of the Cessna pilot to establish communications with the Denver Center and his climbing into controlled airspace above 12,500 ft without an authorized transponder. Contributing factor was the fact that existing regulations did not prohibit parachute jumping in or immediately adjacent to federal airways.",1981-04-17,16:01:00,19,15,4,15,12,3,"Loveland, Colorado",40.394386,-105.070584
"3139","April 28, 1981","745","Pekanbaru, Indonesia","Private - Airfast Indonesia",NA,"Singapour-Pekanbaru","Douglas C-47A-5-DK","PK-OBK","12209","17 (passengers:13 crew:4)","15 (passengers:11 crew:4)",0,"Crashed during final approach. Hudbay Oil Co. charter.",1981-04-28,07:45:00,17,13,4,15,11,4,"Pekanbaru, Indonesia",0.526719,101.450761
"3140","April 28, 1981","1231","Batagay, Russia","Aeroflot",NA,"Batagay - Lazo","Antonov An-2TP","CCCP-92864","1G53-16","12 (passengers:10 crew:2)","12 (passengers:10 crew:2)",0,"Crashed into a mountainside. Icing.",1981-04-28,12:31:00,12,10,2,12,10,2,"Batagay, Russia",67.6591663,134.6472474
"3141","May 06, 1981","1050","Near Fredrick, Maryland","Military - U.S. Air Force",NA,"Training","Boeing EC-135N","61-0328","18235","21 (passengers:3 crew:18)","21 (passengers:3 crew:18)",0,"While cruising at FL 210, the pitch trim moved to the full nose-down position. Gravational forces from the resulting dive led to the break-up of the aircraft.",1981-05-06,10:50:00,21,3,18,21,3,18,"Fredrick, Maryland",39.41427,-77.41054
"3142","May 07, 1981","1053","Rio de la Plata, Argentina","Austral Lineas Aeras (Argentina)","901","Tucuman - Buenos Aires","BAC One-Eleven 529FR","LV-LOX","212","31 (passengers:26 crew:5)","31 (passengers:26 crew:5)",0,"The aircraft crashed into a river bed after two missed approaches and while in a holding pattern. Severe turbulence and thunderstorms where occurring in area. Loss of control of the aircraft and impact with the water by an error of the pilot in assessing the meteorological conditions on crossing through a zone of extremely violent cumulonimbus clouds. Windshear.",1981-05-07,10:53:00,31,26,5,31,26,5,"Rio de la Plata, Argentina",-34.5678921,-58.4926471
"3143","May 16, 1981",NA,"Near Menongue, Angola","TAAG Angola Airlines",NA,NA,"Lockheed L-100-20 Hercules","D2-EAS","4830","4 (passengers:0 crew:4)","4 (passengers:0 crew:4)",0,"Shot down by a surface-to-air missile.",1981-05-16,NA,4,0,4,4,0,4,"Menongue, Angola",-15.217974713545,17.742017759994
"3144","May 21, 1981",NA,"Pinarete Mountain, Mexico","Lineas Aereas",NA,"Puerto Escondido-Oaxaca","Convair CV-440-11","XA-KEH","327","24 (passengers:21 crew:3)","24 (passengers:21 crew:3)",0,"Crashed into a mountain at 8,800 feet obscured by clouds.",1981-05-21,NA,24,21,3,24,21,3,"Pinarete Mountain, Mexico",17.20628,-92.95831
"3145","May 22, 1981","1500","Near Zumba, Ecuador","TAME",NA,"Quito-Macara","de Havilland Canada DHC-6 Twin Otter 300","HC-BAX","457","18 (passengers:15 crew:3)","18 (passengers:15 crew:3)",0,"Crashed into a mountain in fog.",1981-05-22,15:00:00,18,15,3,18,15,3,"Zumba, Ecuador",-4.866605,-79.1330804
"3146","May 29, 1981",NA,"Cairo, Egypt","Military - Egyptian Air Force",NA,NA,"Lockheed C-130H Hercules","SU-BAH","4792","17 (passengers:11 crew:6)","17 (passengers:11 crew:6)",0,"The aircraft hit the ground shortly after takeoff.",1981-05-29,NA,17,11,6,17,11,6,"Cairo, Egypt",30.0434879,31.2352919
"3147","June 14, 1981","1622","Ust-Barguzin, Russia","Aeroflot","498","Ulan - Severomuysk","Ilyushin Il-14","CCCP-41838","147001141","48 (passengers:44 crew:4)","48 (passengers:44 crew:4)",0,"The crew informed ATC they could see the field but crashed 30 km from the airport.",1981-06-14,16:22:00,48,44,4,48,44,4,"Ust-Barguzin, Russia",53.41116,109.03103
"3148","June 26, 1981","1811","Nailstone, England","Dan Air Services",NA,"London - East Midlands","Hawker Siddeley HS-748","G-ASPL","1560","3 (passengers:0 crew:3)","3 (passengers:0 crew:3)",0,"The the right rear door of the cargo plane detached and struck the horizontal tail plane and became lodged on the leading edge. Control was lost, and the aircraft entered a steep dive. During the dive, the wings and tail plane failed due to overstressing.",1981-06-26,18:11:00,3,0,3,3,0,3,"Nailstone, England",52.65988456,-1.385620656
"3149","July 18, 1981","1544","Near Yerevan, Armenia","TAR",NA,"Tehran, Iran - Larnaca, Cyprus","Canadair CL-44D4-6","LV-JTN","34","4 (passengers:1 crew:3)","4 (passengers:1 crew:3)",0,"The cargo plane was brought down after a Soviet fighter jet crashed into the tail of the Canadair. The plane had strayed into Soviet airspace.",1981-07-18,15:44:00,4,1,3,4,1,3,"Yerevan, Armenia",40.173966,44.502747
"3150","July 20, 1981",NA,"Mogadishu, Somalia","Somali Airlines",NA,"Mogadishu- Hargeisa","Fokker F-27 Friendship 600RF","6O-SAY","10557","50 (passengers:44 crew:6)","50 (passengers:44 crew:6)",0,"Part of the right wing separated from the plane after the aircraft entered an area of heavy rain and severe turbulence and went into a spiral dive 8 minutes after takeoff.",1981-07-20,NA,50,44,6,50,44,6,"Mogadishu, Somalia",2.0500322,45.3223968
"3151","July 24, 1981",NA,"Madagascar","Air Madagascar","112","Toamasina-Andapa","de Havilland Canada DHC-6 Twin Otter 300","5R-MGB","327","19 (passengers:17 crew:2)","19 (passengers:17 crew:2)",0,"Flew into a mountain. Controlled flight into terrain.",1981-07-24,NA,19,17,2,19,17,2,"Madagascar",-19.37694393,46.697882671
"3152","July 25, 1981",NA,"Caruru, Colombia","Transamazonica",NA,NA,"Douglas C-53D-DO","HK- 772","11743","9 (passengers:5 crew:4)","5 (passengers:5 crew:0)",0,"The aircraft crashed short of the runway while attempting to land after a severe vibration required the crew to shut down the engine and feather the propeller.",1981-07-25,NA,9,5,4,5,5,0,"Caruru, Colombia",1.084557884883,-71.291607290164
